@relation winequalityN-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ClassAssigner-Cfirst-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C14-Llast-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.Randomize-S42

@attribute type {white,red}
@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric

@data
red,0.25641,-0.218391,0.022727,-0.842795,-0.106383,-0.441441,-0.705964,0.148289,0.033898,0.25,0.290323
white,-0.358974,-0.724138,-0.159091,-0.021834,-0.489362,0.027027,-0.312067,0.024081,-0.186441,-0.704545,-0.096774
white,-0.205128,-0.701149,-0.363636,-0.842795,-0.333333,-0.135135,-0.151179,-0.076046,-0.491525,-0.431818,-0.741935
white,-0.410256,-0.333333,0.045455,-0.004367,-0.531915,0.081081,0.131761,0.253485,-0.237288,-0.159091,-0.451613
white,-0.102564,-0.724138,-0.409091,-0.912664,-0.560284,-0.369369,-0.350902,-0.332066,0.050847,-0.5,-0.096774
white,-0.307692,-0.632184,-0.454545,-0.912664,-0.475177,-0.747748,-0.700416,-0.278834,-0.20339,-0.613636,-0.419355
red,-0.128205,0.264368,-0.931818,-0.860262,0.007092,-0.711712,-0.545076,0.31052,0.372881,-0.181818,-0.419355
red,-0.179487,-0.678161,-0.318182,-0.895197,-0.205674,-0.72973,-0.92233,0.217997,0.508475,0.363636,-0.354839
white,0.205128,-0.701149,-0.068182,-0.676856,-0.617021,-0.585586,-0.48405,-0.038023,-0.220339,-0.295455,-0.451613
white,-0.333333,-0.586207,-0.522727,-0.432314,-0.560284,-0.387387,-0.134535,0.076046,0.135593,-0.181818,-0.387097
white,-0.358974,0.356322,0.090909,0.048035,-0.390071,0.009009,0.198336,0.367554,-0.237288,-0.318182,-0.580645
white,-0.769231,-0.850575,-0.340909,-0.965066,-0.531915,-0.387387,-0.533981,-0.532319,0.762712,-0.386364,0.064516
white,-0.128205,-0.609195,-0.568182,-0.353712,-0.503546,-0.099099,-0.079057,0.17744,-0.254237,-0.5,-0.612903
white,-0.051282,-0.747126,0.113636,-0.912664,-0.460993,-0.261261,-0.256588,-0.228137,0.152542,-0.431818,-0.129032
white,-0.128205,-0.586207,0.681818,0.135371,-0.41844,-0.009009,-0.134535,0.380228,-0.474576,-0.5,-0.741935
red,-0.128205,-0.425287,-0.25,-0.90393,-0.262411,-0.963964,-0.961165,0.126743,-0.135593,1,-0.354839
white,0.051282,-0.241379,-0.159091,-0.659389,-0.702128,-0.297297,-0.400832,-0.380228,-0.237288,-0.272727,0.419355
white,-0.25641,-0.885057,-0.272727,-0.729258,-0.886525,-0.441441,-0.48405,-0.192649,-0.322034,-0.5,-0.354839
white,-0.487179,-0.402299,-0.522727,-0.423581,-0.546099,-0.153153,-0.223301,-0.074778,-0.254237,-0.386364,-0.419355
white,-0.461538,-0.172414,-0.181818,-0.834061,-0.702128,-0.801802,-0.628294,-0.378961,-0.152542,-0.409091,-0.096774
red,-0.384615,0.149425,-1,-0.912664,-0.205674,-0.873874,-0.933426,0.202788,0.423729,0.409091,-0.548387
white,-0.205128,-0.655172,-0.090909,-0.39738,-0.560284,-0.117117,-0.195562,-0.291508,-0.338983,-0.886364,0.096774
white,-0.205128,-0.586207,-0.295455,-0.441048,-0.574468,-0.351351,-0.062413,-0.157161,0.016949,-0.386364,0.096774
white,-0.461538,-0.678161,-0.136364,-0.938865,-0.475177,-0.585586,-0.533981,-0.33967,-0.186441,-0.431818,-0.354839
white,-0.205128,-0.54023,-0.068182,-0.930131,-0.900709,-0.90991,-0.728155,-0.790875,-0.254237,-0.590909,0.741935
white,0.128205,-0.701149,-0.272727,-0.122271,-0.375887,-0.063063,-0.228849,0.278834,-0.237288,-0.409091,-0.290323
